Country,PrimaryDatabase,YearsWithThisDatabase,EmploymentStatus,ManageStaff,DatabaseServers,PopulationOfLargestCityWithin20Miles,Gender,SalaryUSD
Norway,Microsoft SQL Server,7,Full time employee,No,8,100K-299K (city),Male,70000
United States,Microsoft SQL Server,2,Full time employee,No,6,100K-299K (city),Male,60000
United Kingdom,Microsoft SQL Server,13,Full time employee,Yes,5,100K-299K (city),Male,85358
United Kingdom,Microsoft SQL Server,10,Full time employee,Yes,20,300K-1M (large city),Male,70500
Ukraine,Microsoft SQL Server,12,Full time employee,No,2,1M+ (metropolis),Male,45600
Australia,Microsoft SQL Server,6,Full time employee,No,100,100K-299K (city),Male,80000
United States,MySQL/MariaDB,3,Full time employee,No,2,100K-299K (city),Male,80000
United States,Microsoft SQL Server,17,Full time employee,Yes,52,20K-99K (large town),Male,94000
United States,Microsoft SQL Server,2,Full time employee,No,2,300K-1M (large city),Male,77000
Turkey,Microsoft SQL Server,7,Full time employee,Yes,50,1M+ (metropolis),Female,2000
Serbia and Montenegro,Microsoft SQL Server,12,Full time employee,Yes,5,1M+ (metropolis),Male,36000
Ukraine,Microsoft SQL Server,6,Full time employee,No,11,1M+ (metropolis),Male,36000
United Kingdom,Microsoft SQL Server,20,Full time employee,No,6,300K-1M (large city),Male,58200
United States,Microsoft SQL Server,25,Full time employee,No,20,1M+ (metropolis),Male,112000
Canada,Microsoft SQL Server,10,Full time employee,No,4,1M+ (metropolis),Male,61000
United States,Microsoft SQL Server,8,Full time employee,Yes,75,1M+ (metropolis),Male,148000
United States,Microsoft SQL Server,6,Full time employee,No,20,100K-299K (city),Prefer not to say,98000
Luxembourg,Microsoft SQL Server,2,Full time employee,Yes,150,300K-1M (large city),Male,70022
Sweden,Microsoft SQL Server,12,Full time employee of a consulting/contracting company,No,800,1M+ (metropolis),Male,92000
United States,Other,5,Full time employee of a consulting/contracting company,Yes,12,300K-1M (large city),Male,125400
United States,Microsoft SQL Server,15,Full time employee,No,10,1M+ (metropolis),Male,134000
Poland,Microsoft SQL Server,10,"Independent consultant, contractor, freelancer,  or company owner",No,500,300K-1M (large city),Male,55000
United States,Oracle,18,Full time employee,Yes,50,300K-1M (large city),Male,135000
Ireland,Microsoft SQL Server,20,Full time employee,Yes,10,100K-299K (city),Male,88000
Slovakia,Microsoft SQL Server,5,Full time employee,Yes,15,300K-1M (large city),Male,36000
Costa Rica,Microsoft SQL Server,9,Full time employee,No,10,300K-1M (large city),Male,50000
India,Microsoft SQL Server,6,Full time employee,No,3,300K-1M (large city),Male,14059
South Africa,Microsoft SQL Server,24,Full time employee of a consulting/contracting company,Yes,40,1M+ (metropolis),Male,115000
United Kingdom,Microsoft SQL Server,1,Full time employee,No,30,100K-299K (city),Female,33000
United States,Microsoft SQL Server,7,Full time employee,No,60,300K-1M (large city),Male,83000
United States,Microsoft SQL Server,20,"Independent consultant, contractor, freelancer,  or company owner",No,100,1M+ (metropolis),Male,125000
United States,Microsoft SQL Server,11,Full time employee,No,300,100K-299K (city),Male,71400
United States,Microsoft SQL Server,8,Full time employee,No,20,100K-299K (city),Male,95500
United States,Microsoft SQL Server,20,Full time employee,No,50,300K-1M (large city),Female,137000
United States,Microsoft SQL Server,3,Full time employee,No,2,300K-1M (large city),Male,75000
Norway,Other,15,Full time employee,No,55,"<= 20,000 (town)",Male,105000
United States,Microsoft SQL Server,25,Full time employee,No,3,100K-299K (city),Male,94500
United States,Microsoft SQL Server,1,Full time employee,No,3,300K-1M (large city),Male,50000
United States,Microsoft SQL Server,13,Full time employee,No,6,300K-1M (large city),Male,100000
United States,Microsoft SQL Server,20,Full time employee,Yes,10,1M+ (metropolis),Male,134000
United States,Microsoft SQL Server,15,Full time employee of a consulting/contracting company,Yes,50,1M+ (metropolis),Male,115000
United States,Microsoft SQL Server,9,Full time employee,Yes,55,300K-1M (large city),Male,78000
United States,Microsoft SQL Server,13,Full time employee,No,24,1M+ (metropolis),Male,95000
United States,Microsoft SQL Server,6,Full time employee,No,6,300K-1M (large city),Female,84000
United States,Microsoft SQL Server,14,Full time employee,Yes,62,1M+ (metropolis),Male,130000
United Kingdom,Microsoft SQL Server,18,Full time employee,No,4,1M+ (metropolis),Female,98000
United States,Azure SQL DB,2,Full time employee,No,12,1M+ (metropolis),Male,105000
United Kingdom,Microsoft SQL Server,15,Full time employee,Yes,10,100K-299K (city),Male,82400
United States,Microsoft SQL Server,1,Full time employee,No,5,100K-299K (city),Male,55000
United States,Microsoft SQL Server,10,Full time employee,No,1100,1M+ (metropolis),Male,102000
United States,Microsoft SQL Server,19,Full time employee,Yes,12,1M+ (metropolis),Male,125000
United States,Microsoft SQL Server,5,Full time employee,No,4000,300K-1M (large city),Male,72500
United States,Microsoft SQL Server,16,Full time employee,No,17,300K-1M (large city),Female,110000
United States,Microsoft SQL Server,20,Full time employee,No,60,100K-299K (city),Male,104104
United States,Microsoft SQL Server,13,Full time employee,Yes,120,300K-1M (large city),Male,140000
United States,Microsoft SQL Server,5,Full time employee,No,4000,300K-1M (large city),Male,79000
United States,Microsoft SQL Server,5,Full time employee,No,8,100K-299K (city),Male,80000
United States,Microsoft SQL Server,20,Full time employee,No,14,300K-1M (large city),Male,115000
Germany,Microsoft SQL Server,12,Full time employee,No,10,20K-99K (large town),Male,70000
United States,Microsoft SQL Server,10,Full time employee,No,20,300K-1M (large city),Female,105000
United States,Microsoft SQL Server,8,Full time employee,No,4,20K-99K (large town),Female,120000
United States,Microsoft SQL Server,19,Full time employee,No,120,1M+ (metropolis),Male,125000
United States,Microsoft SQL Server,16,Full time employee,No,30,100K-299K (city),Male,105000
United States,Microsoft SQL Server,8,Full time employee,No,50000,300K-1M (large city),Male,90000
Hungary,Microsoft SQL Server,4,Full time employee,No,1200,1M+ (metropolis),Male,30000
Spain,Microsoft SQL Server,6,Full time employee,No,8,100K-299K (city),Male,28000
United Kingdom,Microsoft SQL Server,1,Full time employee,No,2,1M+ (metropolis),Prefer not to say,65000
Poland,Microsoft SQL Server,15,Full time employee,No,20,300K-1M (large city),Male,50000
United States,Microsoft SQL Server,7,Full time employee,No,20,100K-299K (city),Female,101230
United States,Microsoft SQL Server,15,Full time employee,No,200,"<= 20,000 (town)",Male,143000
United States,DB2,1,Full time employee,No,5,1M+ (metropolis),Female,120000
United States,Microsoft SQL Server,10,Full time employee,No,50,300K-1M (large city),Male,145000
Sweden,Microsoft SQL Server,20,Full time employee of a consulting/contracting company,No,30,300K-1M (large city),Male,57438
United States,Microsoft SQL Server,2,Full time employee,No,5,300K-1M (large city),Male,67000
Canada,Microsoft SQL Server,20,Full time employee,No,49,300K-1M (large city),Male,103000
United States,Microsoft SQL Server,5,Full time employee,No,25,20K-99K (large town),I am Batman,100000
United States,Microsoft SQL Server,25,Full time employee,No,20,20K-99K (large town),Male,120000
United States,Other,1,Full time employee,No,2,300K-1M (large city),Male,70000
Poland,Microsoft SQL Server,10,"Independent consultant, contractor, freelancer,  or company owner",No,4,1M+ (metropolis),Male,66000
South Africa,Microsoft SQL Server,16,Full time employee,No,20,300K-1M (large city),Male,85000
Germany,Microsoft SQL Server,9,Full time employee,No,400,1M+ (metropolis),Male,84526
Brazil,Microsoft SQL Server,6,Full time employee,No,7000,"<= 20,000 (town)",Male,12600
United States,Microsoft SQL Server,5,Full time employee of a consulting/contracting company,No,10,300K-1M (large city),Male,100000
United Kingdom,Microsoft SQL Server,9,Full time employee,No,30,300K-1M (large city),Male,70000
United States,Microsoft SQL Server,2,Full time employee,No,2,1M+ (metropolis),Female,76000
United States,Microsoft SQL Server,4,Full time employee,Yes,1,1M+ (metropolis),Male,85000
United States,Microsoft SQL Server,2,Full time employee,No,1,20K-99K (large town),Female,85000
United States,Microsoft SQL Server,17,Full time employee,No,32,1M+ (metropolis),Female,100000
United Kingdom,Microsoft SQL Server,22,Full time employee,No,20,1M+ (metropolis),Male,152000
Czech Republic,Microsoft SQL Server,9,Full time employee,No,50,100K-299K (city),Male,32000
Netherlands,Microsoft SQL Server,2,Full time employee,No,20,20K-99K (large town),Male,75000
United States,Microsoft SQL Server,10,Full time employee,No,25,300K-1M (large city),Male,105000
United States,Microsoft SQL Server,20,Full time employee,No,50,1M+ (metropolis),Male,96000
India,Microsoft SQL Server,8,Full time employee,Yes,3,300K-1M (large city),Male,22000
United States,Microsoft SQL Server,12,Full time employee,No,6,300K-1M (large city),Male,70000
Canada,Microsoft SQL Server,18,Full time employee,Yes,4,1M+ (metropolis),Male,114000
Australia,Microsoft SQL Server,15,Full time employee,No,3,1M+ (metropolis),Male,80000
Germany,Microsoft SQL Server,4,Full time employee,No,8,300K-1M (large city),Male,53000
United States,Microsoft SQL Server,8,Full time employee,No,50,1M+ (metropolis),Female,115000
United States,Microsoft SQL Server,9,Full time employee,No,50,1M+ (metropolis),Male,135000
Canada,Oracle,30,Full time employee,No,20,1M+ (metropolis),Male,14000
United States,DB2,12,Full time employee,No,20,20K-99K (large town),Male,158995
United States,Microsoft SQL Server,8,"Independent consultant, contractor, freelancer,  or company owner",No,64,1M+ (metropolis),Male,150000
Ireland,Microsoft SQL Server,6,Full time employee,No,200,1M+ (metropolis),Male,83000
United States,Microsoft SQL Server,10,Full time employee,No,20,300K-1M (large city),Male,110000
France,Microsoft SQL Server,15,Full time employee,Yes,30,1M+ (metropolis),Male,80000
United States,Microsoft SQL Server,18,Full time employee,Yes,5,1M+ (metropolis),Male,160000
Australia,Microsoft SQL Server,9,Full time employee,No,250,1M+ (metropolis),Male,70000
United States,Microsoft SQL Server,13,Full time employee,No,5,100K-299K (city),Male,95000
United States,Microsoft SQL Server,6,Full time employee,No,10,1M+ (metropolis),Male,120000
Australia,Microsoft SQL Server,5,Full time employee,No,1,1M+ (metropolis),Male,92000
United States,Microsoft SQL Server,20,Full time employee,No,40,1M+ (metropolis),Male,105560
United States,Microsoft SQL Server,24,Full time employee,Yes,21,300K-1M (large city),Male,125000
United States,Microsoft SQL Server,5,Full time employee,No,4,300K-1M (large city),Female,80000
United States,Microsoft SQL Server,20,Full time employee,No,4,1M+ (metropolis),Male,143000
United States,Microsoft SQL Server,15,Full time employee,Yes,10,100K-299K (city),Male,110000
Australia,Microsoft SQL Server,4,Full time employee,No,4,1M+ (metropolis),Male,124000
United States,Microsoft SQL Server,4,Full time employee,No,200,100K-299K (city),Female,70000
United Kingdom,Azure SQL DB,15,"Independent consultant, contractor, freelancer,  or company owner",No,50,1M+ (metropolis),Male,220000
United States,Microsoft SQL Server,3,Full time employee,Yes,12,300K-1M (large city),Male,94000
Canada,Microsoft SQL Server,0,Full time employee,No,15,20K-99K (large town),Male,28000
Portugal,Microsoft SQL Server,8,Full time employee,No,300,1M+ (metropolis),Male,43000
United States,Microsoft SQL Server,19,Full time employee,Yes,2,300K-1M (large city),Male,120000
Canada,Microsoft SQL Server,20,Full time employee,Yes,5,1M+ (metropolis),Male,80000
United States,Microsoft SQL Server,17,Full time employee,No,3,20K-99K (large town),Female,59100
United States,Microsoft SQL Server,9,Full time employee,Yes,120,20K-99K (large town),Male,83000
United States,Microsoft SQL Server,6,Full time employee,No,100,100K-299K (city),Male,81000
United States,Microsoft SQL Server,2,Full time employee,No,300,1M+ (metropolis),Male,90000
United States,Microsoft SQL Server,10,Full time employee,No,50,300K-1M (large city),Female,97000
United States,Oracle,6,Full time employee of a consulting/contracting company,Yes,8,1M+ (metropolis),Male,129000
Ireland,Microsoft SQL Server,8,Full time employee of a consulting/contracting company,No,100,1M+ (metropolis),Male,84000
United States,Microsoft SQL Server,20,Full time employee,No,105,1M+ (metropolis),Male,118000
United States,Microsoft SQL Server,1,Full time employee,No,10,100K-299K (city),Male,95000
United States,Microsoft SQL Server,20,Full time employee,No,3,1M+ (metropolis),Male,135000
United States,Microsoft SQL Server,5,Full time employee,No,750,300K-1M (large city),Female,95000
United States,Microsoft SQL Server,20,Full time employee,No,8,100K-299K (city),Female,110000
India,Microsoft SQL Server,11,Full time employee,Yes,1000,300K-1M (large city),Male,31000
Saudi Arabia,Microsoft SQL Server,10,Full time employee,Yes,250,100K-299K (city),Male,96000
United States,Microsoft SQL Server,3,Full time employee of a consulting/contracting company,No,4,100K-299K (city),Male,95000
United States,Microsoft SQL Server,8,Full time employee,Yes,12,100K-299K (city),Male,64000
United States,Microsoft SQL Server,5,Full time employee,No,5,1M+ (metropolis),Female,79000
United States,Microsoft SQL Server,11,Full time employee,No,3,300K-1M (large city),Male,108000
United States,Microsoft SQL Server,10,Full time employee,No,321,20K-99K (large town),Male,122645
United States,Microsoft SQL Server,12,Full time employee,Yes,3,300K-1M (large city),Male,95000
United States,Microsoft SQL Server,10,Full time employee,No,1000,1M+ (metropolis),Male,125000
United States,Microsoft SQL Server,20,Full time employee,No,150,300K-1M (large city),Male,180000
Luxembourg,Microsoft SQL Server,22,Full time employee,No,65,100K-299K (city),Male,127000
United States,Microsoft SQL Server,15,Full time employee,Yes,6,100K-299K (city),Male,121000
United Kingdom,Microsoft SQL Server,13,Full time employee,Yes,35,300K-1M (large city),Male,133360
United States,Microsoft SQL Server,3,Full time employee,No,7,100K-299K (city),Male,92220
United States,Microsoft SQL Server,7,Full time employee,No,5,1M+ (metropolis),Male,95000
United States,Microsoft SQL Server,20,Full time employee,No,100,1M+ (metropolis),Male,131000
United States,Microsoft SQL Server,12,Full time employee,No,12,300K-1M (large city),Male,97000
United States,Microsoft SQL Server,7,Full time employee,Yes,5,100K-299K (city),Male,103000
United States,Microsoft SQL Server,25,Full time employee,Yes,20,1M+ (metropolis),Male,87000
United States,Microsoft SQL Server,8,Full time employee,No,8,100K-299K (city),Male,95000
United States,Microsoft SQL Server,10,Full time employee,No,5,300K-1M (large city),Male,137000
United States,Microsoft SQL Server,10,Full time employee,No,102,100K-299K (city),Male,104000
